"X1","X2"
"612",3,124
"613",10,124
"614",35,124
"615",37,124
"616",42,124
"617",45,124
"618",78,124
"619",95,124
"620",99,124
"621",104,124
"622",106,124
"623",111,124
"624",121,124
"625",123,124
"626",25,125
"627",34,125
"628",42,125
"629",46,125
"630",54,125
"631",59,125
"632",72,125
"633",90,125
"634",91,125
"635",94,125
"636",104,125
"637",107,125
"638",11,126
"639",18,126
"640",19,126
"641",20,126
"642",28,126
"643",48,126
"644",67,126
"645",73,126
"646",120,126
"647",11,127
"648",16,127
"649",39,127
"650",52,127
"651",71,127
"652",94,127
"653",95,127
"654",103,127
"655",109,127
"656",113,127
"657",20,128
"658",27,128
"659",32,128
"660",34,128
"661",41,128
"662",46,128
"663",53,128
"664",64,128
"665",90,128
"666",98,128
"667",110,128
"668",113,128
"669",116,128
"670",121,128
"671",3,129
"672",8,129
"673",16,129
"674",19,129
"675",20,129
"676",28,129
"677",29,129
"678",54,129
"679",58,129
"680",63,129
"681",88,129
"682",95,129
"683",115,129
"684",4,130
"685",12,130
"686",22,130
"687",37,130
"688",47,130
"689",50,130
"690",51,130
"691",59,130
"692",78,130
"693",81,130
"694",103,130
"695",125,130
"696",2,131
"697",23,131
"698",33,131
"699",50,131
"700",55,131
"701",80,131
"702",94,131
"703",106,131
"704",107,131
"705",108,131
"706",5,132
"707",9,132
"708",10,132
"709",15,132
"710",63,132
"711",67,132
"712",71,132
"713",98,132
"714",99,132
"715",127,132
"716",21,133
"717",29,133
"718",40,133
"719",82,133
"720",89,133
"721",102,133
"722",113,133
"723",5,134
"724",16,134
"725",43,134
"726",58,134
"727",80,134
"728",107,134
"729",110,134
"730",112,134
"731",122,134
"732",126,134
"733",128,134
"734",129,134
"735",33,135
"736",47,135
"737",64,135
"738",68,135
"739",71,135
"740",74,135
"741",75,135
"742",89,135
"743",102,135
"744",106,135
"745",109,135
"746",129,135
"747",3,136
"748",4,136
"749",9,136
"750",21,136
"751",26,136
"752",34,136
"753",52,136
"754",71,136
"755",80,136
"756",84,136
"757",92,136
"758",105,136
"759",112,136
"760",126,136
"761",133,136
"762",38,137
"763",56,137
"764",93,137
"765",101,137
"766",106,137
"767",129,137
"768",12,138
"769",23,138
"770",26,138
"771",39,138
"772",40,138
"773",43,138
"774",63,138
"775",75,138
"776",79,138
"777",84,138
"778",101,138
"779",107,138
"780",123,138
"781",129,138
"782",4,139
"783",6,139
"784",8,139
"785",16,139
"786",68,139
"787",73,139
"788",108,139
"789",114,139
"790",4,140
"791",6,140
"792",23,140
"793",40,140
"794",66,140
"795",83,140
"796",100,140
"797",114,140
"798",132,140
"799",57,141
"800",70,141
"801",93,141
"802",118,141
"803",134,141
"804",136,141
"805",137,141
"806",10,142
"807",14,142
"808",19,142
"809",29,142
"810",59,142
"811",76,142
"812",78,142
"813",102,142
"814",117,142
"815",122,142
"816",17,143
"817",30,143
"818",41,143
"819",43,143
"820",44,143
"821",58,143
"822",72,143
"823",98,143
"824",125,143
"825",127,143
"826",7,144
"827",12,144
"828",24,144
"829",65,144
"830",70,144
"831",94,144
"832",105,144
"833",106,144
"834",119,144
"835",122,144
"836",125,144
"837",130,144
"838",134,144
"839",3,145
"840",22,145
"841",25,145
"842",26,145
"843",33,145
"844",42,145
"845",43,145
"846",44,145
"847",56,145
"848",69,145
"849",71,145
"850",78,145
"851",93,145
"852",110,145
"853",118,145
"854",121,145
"855",133,145
"856",140,145
"857",141,145
"858",143,145
"859",21,146
"860",34,146
"861",66,146
"862",93,146
"863",95,146
"864",117,146
"865",133,146
"866",137,146
"867",4,147
"868",7,147
"869",28,147
"870",41,147
"871",56,147
"872",67,147
"873",71,147
"874",72,147
"875",99,147
"876",103,147
"877",106,147
"878",112,147
"879",118,147
"880",133,147
"881",11,148
"882",20,148
"883",21,148
"884",25,148
"885",32,148
"886",40,148
"887",43,148
"888",44,148
"889",57,148
"890",91,148
"891",102,148
"892",121,148
"893",125,148
"894",127,148
"895",133,148
"896",141,148
"897",1,149
"898",5,149
"899",15,149
"900",30,149
"901",35,149
"902",37,149
"903",47,149
"904",76,149
"905",81,149
"906",90,149
"907",101,149
"908",107,149
"909",111,149
"910",129,149
"911",137,149
"912",6,150
"913",29,150
"914",61,150
"915",68,150
"916",72,150
"917",96,150
"918",111,150
"919",2,151
"920",7,151
"921",10,151
"922",12,151
"923",14,151
"924",23,151
"925",28,151
"926",42,151
"927",52,151
"928",53,151
"929",59,151
"930",76,151
"931",80,151
"932",101,151
"933",120,151
"934",132,151
"935",134,151
"936",138,151
"937",145,151
"938",8,152
"939",9,152
"940",17,152
"941",26,152
"942",33,152
"943",38,152
"944",55,152
"945",68,152
"946",78,152
"947",83,152
"948",88,152
"949",99,152
"950",108,152
"951",132,152
"952",9,153
"953",30,153
"954",70,153
"955",71,153
"956",98,153
"957",125,153
"958",131,153
"959",135,153
"960",148,153
"961",149,153
"962",17,154
"963",19,154
"964",25,154
"965",43,154
"966",48,154
"967",63,154
"968",82,154
"969",101,154
"970",103,154
"971",112,154
"972",113,154
"973",127,154
"974",36,155
"975",44,155
"976",46,155
"977",51,155
"978",66,155
"979",72,155
"980",76,155
"981",84,155
"982",85,155
"983",86,155
"984",94,155
"985",117,155
"986",152,155
"987",154,155
"988",5,156
"989",60,156
"990",73,156
"991",84,156
"992",86,156
"993",97,156
"994",101,156
"995",105,156
"996",106,156
"997",108,156
"998",112,156
"999",149,156
"1000",20,157
"1001",34,157
"1002",52,157
"1003",53,157
"1004",98,157
"1005",104,157
"1006",106,157
"1007",109,157
"1008",131,157
"1009",133,157
"1010",138,157
"1011",143,157
"1012",154,157
"1013",156,157
"1014",11,158
"1015",16,158
"1016",60,158
"1017",74,158
"1018",83,158
"1019",89,158
"1020",102,158
"1021",124,158
"1022",130,158
"1023",133,158
"1024",145,158
"1025",1,159
"1026",13,159
"1027",22,159
"1028",33,159
"1029",39,159
"1030",72,159
"1031",74,159
"1032",77,159
"1033",100,159
"1034",117,159
"1035",128,159
"1036",132,159
"1037",148,159
"1038",154,159
"1039",156,159
"1040",5,160
"1041",17,160
"1042",21,160
"1043",38,160
"1044",39,160
"1045",50,160
"1046",76,160
"1047",86,160
"1048",102,160
"1049",127,160
"1050",156,160
"1051",16,161
"1052",19,161
"1053",26,161
"1054",42,161
"1055",69,161
"1056",80,161
"1057",93,161
"1058",101,161
"1059",107,161
"1060",111,161
"1061",117,161
"1062",124,161
"1063",143,161
"1064",151,161
"1065",22,162
"1066",25,162
"1067",37,162
"1068",54,162
"1069",56,162
"1070",70,162
"1071",91,162
"1072",95,162
"1073",138,162
"1074",146,162
"1075",157,162
"1076",19,163
"1077",27,163
"1078",30,163
"1079",39,163
"1080",49,163
"1081",51,163
"1082",56,163
"1083",71,163
"1084",84,163
"1085",90,163
"1086",93,163
"1087",120,163
"1088",122,163
"1089",128,163
"1090",130,163
"1091",141,163
"1092",160,163
"1093",11,164
"1094",17,164
"1095",29,164
"1096",35,164
"1097",49,164
"1098",50,164
"1099",54,164
"1100",84,164
"1101",95,164
"1102",97,164
"1103",108,164
"1104",131,164
"1105",146,164
"1106",156,164
"1107",157,164
"1108",159,164
"1109",1,165
"1110",11,165
"1111",24,165
"1112",29,165
"1113",30,165
"1114",33,165
"1115",42,165
"1116",64,165
"1117",65,165
"1118",85,165
"1119",102,165
"1120",104,165
"1121",107,165
"1122",117,165
"1123",138,165
"1124",141,165
"1125",142,165
"1126",143,165
"1127",8,166
"1128",30,166
"1129",70,166
"1130",73,166
"1131",77,166
"1132",102,166
"1133",110,166
"1134",119,166
"1135",126,166
"1136",127,166
"1137",133,166
"1138",140,166
"1139",151,166
"1140",14,167
"1141",18,167
"1142",22,167
"1143",30,167
"1144",37,167
"1145",64,167
"1146",66,167
"1147",74,167
"1148",82,167
"1149",98,167
"1150",103,167
"1151",108,167
"1152",110,167
"1153",139,167
"1154",157,167
"1155",163,167
"1156",5,168
"1157",33,168
"1158",86,168
"1159",95,168
"1160",123,168
"1161",134,168
"1162",135,168
"1163",136,168
"1164",144,168
"1165",162,168
"1166",164,168
"1167",3,169
"1168",25,169
"1169",28,169
"1170",40,169
"1171",42,169
"1172",44,169
"1173",47,169
"1174",64,169
"1175",102,169
"1176",117,169
"1177",121,169
"1178",130,169
"1179",158,169
"1180",168,169
"1181",13,170
"1182",17,170
"1183",37,170
"1184",38,170
"1185",47,170
"1186",67,170
"1187",78,170
"1188",79,170
"1189",84,170
"1190",86,170
"1191",90,170
"1192",104,170
"1193",115,170
"1194",159,170
"1195",164,170
"1196",165,170
"1197",168,170
"1198",13,171
"1199",33,171
"1200",38,171
"1201",49,171
"1202",85,171
"1203",110,171
"1204",119,171
"1205",139,171
"1206",147,171
"1207",148,171
"1208",6,172
"1209",13,172
"1210",15,172
"1211",18,172
"1212",31,172
"1213",37,172
"1214",46,172
"1215",56,172
"1216",72,172
"1217",74,172
"1218",80,172
"1219",87,172
"1220",95,172
"1221",98,172
"1222",100,172
"1223",106,172
"1224",116,172
"1225",117,172
"1226",121,172
"1227",135,172
"1228",151,172
"1229",18,173
"1230",20,173
"1231",25,173
"1232",26,173
"1233",29,173
"1234",36,173
"1235",66,173
"1236",70,173
"1237",79,173
"1238",118,173
"1239",123,173
"1240",150,173
"1241",152,173
"1242",153,173
"1243",169,173
"1244",12,174
"1245",25,174
"1246",31,174
"1247",36,174
"1248",38,174
"1249",42,174
"1250",43,174
"1251",57,174
"1252",61,174
"1253",62,174
"1254",85,174
"1255",87,174
"1256",98,174
"1257",100,174
"1258",127,174
"1259",154,174
"1260",162,174
"1261",1,175
"1262",28,175
"1263",31,175
"1264",36,175
"1265",42,175
"1266",47,175
"1267",95,175
"1268",118,175
"1269",119,175
"1270",139,175
"1271",151,175
"1272",160,175
"1273",165,175
"1274",169,175
"1275",6,176
"1276",10,176
"1277",14,176
"1278",24,176
"1279",36,176
"1280",52,176
"1281",55,176
"1282",89,176
"1283",95,176
"1284",97,176
"1285",100,176
"1286",108,176
"1287",112,176
"1288",113,176
"1289",121,176
"1290",122,176
"1291",127,176
"1292",147,176
"1293",175,176
"1294",7,177
"1295",8,177
"1296",18,177
"1297",25,177
"1298",26,177
"1299",48,177
"1300",57,177
"1301",74,177
"1302",96,177
"1303",100,177
"1304",101,177
"1305",115,177
"1306",119,177
"1307",120,177
"1308",147,177
"1309",151,177
"1310",165,177
"1311",169,177
"1312",170,177
"1313",35,178
"1314",38,178
"1315",42,178
"1316",47,178
"1317",104,178
"1318",115,178
"1319",122,178
"1320",137,178
"1321",158,178
"1322",177,178
"1323",13,179
"1324",35,179
"1325",82,179
"1326",85,179
"1327",109,179
"1328",113,179
"1329",142,179
"1330",156,179
"1331",157,179
"1332",161,179
"1333",162,179
"1334",28,180
"1335",52,180
"1336",56,180
"1337",70,180
"1338",75,180
"1339",76,180
"1340",101,180
"1341",102,180
"1342",105,180
"1343",114,180
"1344",116,180
"1345",127,180
"1346",131,180
"1347",133,180
"1348",136,180
"1349",138,180
"1350",158,180
"1351",3,181
"1352",4,181
"1353",6,181
"1354",20,181
"1355",23,181
"1356",26,181
"1357",41,181
"1358",49,181
"1359",50,181
"1360",55,181
"1361",76,181
"1362",99,181
"1363",100,181
"1364",122,181
"1365",143,181
"1366",168,181
"1367",171,181
"1368",3,182
"1369",30,182
"1370",38,182
"1371",67,182
"1372",87,182
"1373",91,182
"1374",123,182
"1375",143,182
"1376",146,182
"1377",148,182
"1378",5,183
"1379",12,183
"1380",62,183
"1381",69,183
"1382",74,183
"1383",76,183
"1384",77,183
"1385",85,183
"1386",96,183
"1387",97,183
"1388",140,183
"1389",141,183
"1390",159,183
"1391",174,183
"1392",2,184
"1393",7,184
"1394",9,184
"1395",19,184
"1396",20,184
"1397",24,184
"1398",28,184
"1399",42,184
"1400",43,184
"1401",49,184
"1402",105,184
"1403",111,184
"1404",121,184
"1405",141,184
"1406",147,184
"1407",163,184
"1408",168,184
"1409",19,185
"1410",27,185
"1411",45,185
"1412",55,185
"1413",59,185
"1414",64,185
"1415",73,185
"1416",93,185
"1417",100,185
"1418",110,185
"1419",126,185
"1420",155,185
"1421",167,185
"1422",170,185
"1423",175,185
"1424",16,186
"1425",51,186
"1426",73,186
"1427",78,186
"1428",94,186
"1429",99,186
"1430",113,186
"1431",115,186
"1432",120,186
"1433",151,186
"1434",157,186
"1435",176,186
"1436",4,187
"1437",9,187
"1438",17,187
"1439",18,187
"1440",37,187
"1441",50,187
"1442",71,187
"1443",78,187
"1444",96,187
"1445",115,187
"1446",124,187
"1447",145,187
"1448",154,187
"1449",164,187
"1450",167,187
"1451",14,188
"1452",58,188
"1453",66,188
"1454",79,188
"1455",96,188
"1456",104,188
"1457",111,188
"1458",114,188
"1459",121,188
"1460",128,188
"1461",129,188
"1462",141,188
"1463",149,188
"1464",173,188
"1465",174,188
"1466",186,188
"1467",15,189
"1468",19,189
"1469",24,189
"1470",40,189
"1471",46,189
"1472",49,189
"1473",54,189
"1474",59,189
"1475",66,189
"1476",79,189
"1477",82,189
"1478",83,189
"1479",85,189
"1480",92,189
"1481",110,189
"1482",117,189
"1483",143,189
"1484",145,189
"1485",181,189
"1486",6,190
"1487",20,190
"1488",26,190
"1489",28,190
"1490",29,190
"1491",44,190
"1492",45,190
"1493",87,190
"1494",110,190
"1495",112,190
"1496",116,190
"1497",118,190
"1498",123,190
"1499",129,190
"1500",150,190
"1501",163,190
"1502",174,190
"1503",176,190
"1504",32,191
"1505",56,191
"1506",57,191
"1507",67,191
"1508",73,191
"1509",75,191
"1510",77,191
"1511",81,191
"1512",91,191
"1513",99,191
"1514",101,191
"1515",104,191
"1516",115,191
"1517",174,191
"1518",185,191
"1519",1,192
"1520",10,192
"1521",22,192
"1522",41,192
"1523",44,192
"1524",47,192
"1525",60,192
"1526",71,192
"1527",72,192
"1528",73,192
"1529",105,192
"1530",124,192
"1531",156,192
"1532",163,192
"1533",4,193
"1534",14,193
"1535",25,193
"1536",50,193
"1537",54,193
"1538",73,193
"1539",83,193
"1540",105,193
"1541",115,193
"1542",131,193
"1543",135,193
"1544",152,193
"1545",161,193
"1546",168,193
"1547",183,193
"1548",187,193
"1549",2,194
"1550",13,194
"1551",22,194
"1552",31,194
"1553",32,194
"1554",66,194
"1555",73,194
"1556",75,194
"1557",91,194
"1558",95,194
"1559",107,194
"1560",118,194
"1561",180,194
"1562",185,194
"1563",11,195
"1564",27,195
"1565",31,195
"1566",41,195
"1567",54,195
"1568",60,195
"1569",62,195
"1570",65,195
"1571",68,195
"1572",74,195
"1573",77,195
"1574",96,195
"1575",110,195
"1576",129,195
"1577",135,195
"1578",156,195
"1579",160,195
"1580",162,195
"1581",170,195
"1582",176,195
"1583",28,196
"1584",30,196
"1585",67,196
"1586",76,196
"1587",104,196
"1588",110,196
"1589",128,196
"1590",131,196
"1591",170,196
"1592",184,196
"1593",192,196
"1594",2,197
"1595",4,197
"1596",16,197
"1597",20,197
"1598",21,197
"1599",50,197
"1600",54,197
"1601",77,197
"1602",86,197
"1603",97,197
"1604",107,197
"1605",110,197
"1606",137,197
"1607",146,197
"1608",152,197
"1609",153,197
"1610",158,197
"1611",178,197
"1612",187,197
"1613",8,198
"1614",12,198
"1615",17,198
"1616",43,198
"1617",51,198
"1618",56,198
"1619",78,198
"1620",89,198
"1621",91,198
"1622",100,198
"1623",113,198
"1624",126,198
"1625",150,198
"1626",175,198
"1627",186,198
"1628",187,198
"1629",1,199
"1630",15,199
"1631",39,199
"1632",43,199
"1633",57,199
"1634",69,199
"1635",70,199
"1636",71,199
"1637",92,199
"1638",98,199
"1639",103,199
"1640",120,199
"1641",127,199
"1642",163,199
"1643",170,199
"1644",174,199
"1645",175,199
"1646",193,199
"1647",15,200
"1648",18,200
"1649",34,200
"1650",60,200
"1651",66,200
"1652",77,200
"1653",93,200
"1654",95,200
"1655",102,200
"1656",127,200
"1657",133,200
"1658",153,200
"1659",158,200
"1660",166,200
"1661",173,200
"1662",188,200
"1663",190,200
"1664",5,201
"1665",9,201
"1666",30,201
"1667",31,201
"1668",38,201
"1669",51,201
"1670",59,201
"1671",73,201
"1672",81,201
"1673",87,201
"1674",103,201
"1675",153,201
"1676",158,201
"1677",168,201
"1678",176,201
"1679",187,201
"1680",188,201
"1681",20,202
"1682",48,202
"1683",59,202
"1684",73,202
"1685",88,202
"1686",103,202
"1687",107,202
"1688",109,202
"1689",123,202
"1690",125,202
"1691",135,202
"1692",138,202
"1693",148,202
"1694",12,203
"1695",15,203
"1696",18,203
"1697",20,203
"1698",33,203
"1699",34,203
"1700",42,203
"1701",48,203
"1702",51,203
"1703",53,203
"1704",58,203
"1705",62,203
"1706",75,203
"1707",80,203
"1708",82,203
"1709",89,203
"1710",90,203
"1711",91,203
"1712",101,203
"1713",106,203
"1714",112,203
"1715",114,203
"1716",119,203
"1717",122,203
"1718",132,203
"1719",133,203
"1720",137,203
"1721",139,203
"1722",148,203
"1723",176,203
"1724",187,203
"1725",195,203
"1726",200,203
"1727",202,203
"1728",3,204
"1729",22,204
"1730",26,204
"1731",54,204
"1732",68,204
"1733",82,204
"1734",113,204
"1735",119,204
"1736",140,204
"1737",142,204
"1738",146,204
"1739",164,204
"1740",178,204
"1741",184,204
"1742",188,204
"1743",199,204
"1744",18,205
"1745",47,205
"1746",63,205
"1747",70,205
"1748",86,205
"1749",89,205
"1750",90,205
"1751",104,205
"1752",107,205
"1753",111,205
"1754",120,205
"1755",142,205
"1756",146,205
"1757",173,205
"1758",182,205
"1759",185,205
"1760",196,205
"1761",198,205
"1762",204,205
"1763",10,206
"1764",12,206
"1765",30,206
"1766",33,206
"1767",44,206
"1768",45,206
"1769",46,206
"1770",68,206
"1771",69,206
"1772",83,206
"1773",103,206
"1774",115,206
"1775",118,206
"1776",132,206
"1777",143,206
"1778",158,206
"1779",161,206
"1780",170,206
"1781",182,206
"1782",197,206
"1783",204,206
"1784",1,207
"1785",2,207
"1786",5,207
"1787",15,207
"1788",17,207
"1789",31,207
"1790",34,207
"1791",51,207
"1792",60,207
"1793",76,207
"1794",81,207
"1795",148,207
"1796",167,207
"1797",180,207
"1798",188,207
"1799",197,207
"1800",203,207
"1801",12,208
"1802",18,208
"1803",30,208
"1804",32,208
"1805",33,208
"1806",51,208
"1807",52,208
"1808",56,208
"1809",76,208
"1810",78,208
"1811",100,208
"1812",121,208
"1813",126,208
"1814",154,208
"1815",157,208
"1816",158,208
"1817",162,208
"1818",166,208
"1819",182,208
"1820",183,208
"1821",202,208
"1822",8,209
"1823",20,209
"1824",21,209
"1825",25,209
"1826",36,209
"1827",46,209
"1828",74,209
"1829",84,209
"1830",89,209
"1831",98,209
"1832",118,209
"1833",150,209
"1834",154,209
"1835",155,209
"1836",160,209
"1837",166,209
"1838",196,209
"1839",197,209
"1840",198,209
"1841",5,210
"1842",6,210
"1843",39,210
"1844",55,210
"1845",58,210
"1846",64,210
"1847",78,210
"1848",84,210
"1849",92,210
"1850",95,210
"1851",98,210
"1852",113,210
"1853",129,210
"1854",140,210
"1855",150,210
"1856",169,210
"1857",173,210
"1858",195,210
"1859",203,210
"1860",208,210
"1861",12,211
"1862",15,211
"1863",27,211
"1864",35,211
"1865",44,211
"1866",62,211
"1867",76,211
"1868",87,211
"1869",107,211
"1870",112,211
"1871",116,211
"1872",117,211
